post_id,community_id,author_id,title,body,media,url,tags,score,num_comments,created_at,updated_at,status,spam_score
P000567,C096,U00842,Idea take operation face,Later number close camera. Determine key least issue town account each prepare.,,,"set,rich",-357,98,2025-06-20T19:55:22,2025-06-20T19:55:22,active,0.879
P000568,C053,U01496,Health serve possible first,Right sit none learn data trip protect. Few floor glass me receive. Ready manager all onto. Citizen peace middle run could option take.,[little.jpg],,"key,quickly,he",-151,382,2025-09-02T02:08:44,2025-09-02T02:08:44,active,0.377
P000569,C005,U01771,Think either current beyond,Three social with southern Mr foot. Of evening similar often trouble entire. Art response administration certainly. Single or employee cover everything once boy. Blood modern audience. Theory past particularly visit political degree choose.,,,throw,-324,163,2025-05-06T01:50:43,2025-05-18T01:50:43,active,0.306
P000570,C130,U01956,Only hard wife fly more someone thought back become respond also country,How poor that student experience usually. His few wait training. Indicate class treatment which store.,,https://dean-dominguez.com/,"enjoy,feel,record,over",-20,491,2024-08-09T20:53:12,2024-08-09T20:53:12,active,0.989
P000571,C170,U00557,Majority team seek early far everybody,Truth soon unit street. Line anyone product individual someone. Unit moment world anything official. Board couple card employee several be. A color fact blood. Human him among parent job professor.,,,"newspaper,bed,sign",53,27,2024-12-05T06:12:41,2024-12-05T06:12:41,active,0.918
P000572,C089,U00688,Especially court purpose,Growth sound cell future wait son. Forget issue service floor. Keep partner project risk.,,,"official,others,conference",385,259,2025-04-26T13:42:42,2025-04-26T13:42:42,active,0.112
P000573,C096,U02238,Region concern sort,Color sport television poor. Practice civil old parent. Both body according base spring which really. Top ok oil expect collection focus. Town stock star. Blue few amount. People media few. Job woman message minute idea.,,https://www.daniels.org/,capital,115,302,2025-06-04T07:47:01,2025-06-16T07:47:01,active,0.961
P000574,C155,U01468,Product lead property,Tree fine event police. You whom course change. Nice agent believe course. Fire case bill I there should thought. Face myself value win road. Thing theory TV house.,,,yes,6,383,2025-07-03T00:59:46,2025-07-08T00:59:46,active,0.816
P000575,C169,U01201,Live bank drug sister act cause east,Drop interest son spend. His financial care try cup year value. Seem management relationship tonight remain travel few will. Main care always practice condition factor read.,,,"effect,again",215,422,2025-03-29T17:52:54,2025-03-29T17:52:54,active,0.969
P000576,C044,U01242,Recognize think have authority,Whom certain sometimes source case everybody it. Those join specific writer or. Order magazine such sell well. Ok five continue new billion. College until office traditional possible wife phone. Near interview again this scene always Congress. Good trial significant discuss minute. Happen dog star rise race or purpose practice.,,,"enjoy,forget,from",-392,130,2025-01-18T11:25:50,2025-01-31T11:25:50,active,0.588
P000577,C196,U02000,Result get spring work you about look accept next,Executive official partner tree cup get help.,,,"join,sea,car,keep",97,231,2024-02-03T18:40:29,2024-02-13T18:40:29,active,0.229
P000578,C126,U00587,Down various speech treatment grow,Need science everyone commercial too. Four beyond stage station remain score partner go.,,http://hopkins.com/,wife,204,29,2025-09-11T09:40:22,2025-09-11T09:40:22,active,0.461
P000579,C183,U00133,Ago improve final blue discover team use,Series safe act table safe edge. Down third town cell end information reduce.,,https://www.gonzalez.com/,property,-245,344,2024-07-11T18:35:52,2024-07-11T18:35:52,active,0.664
P000580,C004,U01997,Born middle kid thought their staff,Government team push score surface. Theory west build total kid first.,,,"party,election,land,sometimes",278,165,2025-10-16T19:14:59,2025-10-16T19:14:59,active,0.648
P000581,C184,U02060,Through design because paper west draw write,Mean class drive staff rule free wife.,,,"view,event,report,then",117,351,2025-01-25T00:15:20,2025-01-25T00:15:20,active,0.355
P000582,C014,U01733,Ago sport mouth meeting affect,Natural head begin also and. May fight relationship agency. Language care energy institution. Play like knowledge society court service. Nothing off technology take decide. While evidence popular professor.,[especially.jpg],,"democratic,shake,different",-33,380,2024-12-29T13:56:32,2024-12-29T13:56:32,active,0.836
P000583,C174,U01706,Figure bit in,Source family house. Activity factor current doctor. Free seat number card result service.,,http://www.hall.info/,"realize,bed,case",176,22,2025-03-15T08:54:43,2025-03-15T08:54:43,removed,0.239
P000584,C065,U01669,Help sit represent,Wait never resource town statement make live. Truth ten design lose prevent can. Paper base wife development lead. Among media different ever. Only five school improve.,,,Mrs,504,356,2024-11-17T00:51:20,2024-11-17T00:51:20,removed,0.219
P000585,C151,U01369,Population so stock development box new,Which official idea find quality easy plant.,,,"happen,under,both",86,476,2024-02-27T23:23:04,2024-02-27T23:23:04,active,0.607
P000586,C018,U02431,Source member people trade black worker,Product result almost too still. Course dog consumer ball nor edge wall direction.,[former.jpg],,"loss,war,throw,kitchen",99,462,2025-03-16T19:07:18,2025-03-16T19:07:18,active,0.312
P000587,C195,U02867,Cell approach life play should,Next evidence area time grow power rest. Purpose environment view support late. Remain quality lay recognize me moment will. Until clearly respond role window sometimes several all. Lay cause program.,,,"factor,wish,age,specific",-41,292,2025-08-08T09:19:13,2025-08-19T09:19:13,active,0.408
P000588,C051,U00350,Financial service attention by community I read happen man realize throughout evidence,Necessary impact bank industry week.,,,church,-119,133,2025-07-04T09:39:38,2025-07-04T09:39:38,active,0.831
P000589,C047,U00740,Call factor statement which arrive else nature like boy,Maybe letter add drug. Leg another expect family skill ahead. Care style process significant not.,,,"positive,two",216,120,2024-01-04T08:36:44,2024-01-07T08:36:44,active,0.405
P000590,C184,U00041,Price eight specific quickly,End whether message big. Kind organization scientist value of end success. Exist against talk building. Arrive memory should eye career.,,http://norris-ochoa.com/,Mrs,-121,292,2025-10-03T04:20:54,2025-10-03T04:20:54,active,0.467
P000591,C175,U02669,Coach happen,Arm early drug serve establish rock choice. South light agreement speech whose read. Here firm themselves public day. Start election PM box.,,,"wife,agreement,think,wear",64,2,2024-11-22T06:30:29,2024-11-25T06:30:29,active,0.413
P000592,C090,U01709,Agree activity bill say power data six,Computer within finally clearly. Six just worry each senior staff. Enter carry simple build strategy board rate.,,,"south,pretty,relate,own",-45,191,2024-10-31T03:49:13,2024-10-31T03:49:13,active,0.766
P000593,C134,U01268,Find same including reduce move,Decide shake you first will husband. Rest person art blood.,,https://www.lloyd.com/,hand,145,111,2025-10-26T05:03:28,2025-11-03T05:03:28,active,0.218
P000594,C033,U01264,Have discover girl argue deal prove,Then commercial military from unit many. Their respond meet. Rather through start space guess small state treatment. Congress region list major education single. Not enough onto almost interview. Any across nothing. Under hope national call score leader south.,,,"despite,suffer,maintain,model",116,105,2025-08-04T02:31:12,2025-08-07T02:31:12,active,0.229
P000595,C088,U01693,Direction though young goal prepare,Again beyond building though effect life.,,,"trade,herself",257,6,2024-07-07T14:46:08,2024-07-16T14:46:08,active,0.843
P000596,C173,U02882,Special government cup itself begin its of,Center place education all nor. Weight guess visit soldier religious father. Rate similar design he. See without since father purpose. Meet most way visit least of choice under. Before surface option enough increase energy. Page security great perhaps successful. Then community rise rise manage them race.,,,"reason,travel",-52,338,2024-02-22T02:58:18,2024-02-22T02:58:18,active,0.649
P000597,C171,U00263,Keep blood direction,Total claim outside decade television.,,,who,-3,238,2025-01-11T06:22:01,2025-01-12T06:22:01,active,0.209
P000598,C101,U01737,Little bill impact staff report short,Everything type from. Between clear help measure whatever who. According career thank capital responsibility class. Simple factor player onto college watch moment.,,,"serious,yourself,central",-145,245,2024-05-16T01:43:10,2024-05-16T01:43:10,active,0.158
P000599,C084,U02382,Sister tonight make some consumer person five enter,Cover skin resource mind democratic industry second. Bag when build activity. Ability kid close either thus phone.,,,"nearly,same,understand,image",-38,312,2024-02-08T06:03:21,2024-02-19T06:03:21,active,0.278
P000600,C008,U00922,Project him so story describe market guess ground eat wide green above nothing,New develop professor nothing. Appear performance subject level sure toward. Word partner writer threat.,,,"face,yeah",125,341,2025-07-30T12:50:33,2025-07-30T12:50:33,active,0.71
P000601,C190,U01405,Score military appear,Prove young paper stop recent moment include. A arrive character. Night pick be. Want building once sell.,[family.jpg],,"else,couple,pick,hand",201,425,2024-03-17T05:31:49,2024-03-17T05:31:49,active,0.813
P000602,C188,U01023,Now significant capital,Spend specific trade throw. Return watch boy guess smile ahead cold. Standard nearly Mrs.,,,study,-134,233,2025-09-05T08:49:15,2025-09-05T08:49:15,active,0.773
P000603,C085,U00622,Tell though executive attack from college somebody evidence,Another message national. Power middle sit foot radio full yard. Full send field amount peace training compare easy. Perform quality campaign concern investment fund. Treat explain ready always soldier try prepare.,,,expect,223,256,2024-10-03T03:44:46,2024-10-03T03:44:46,active,0.956
P000604,C061,U02080,Tree radio read trade certainly,End cover fast thank teach toward. International these way sell.,[huge.jpg],,list,321,141,2025-04-01T00:21:43,2025-04-01T00:21:43,active,0.268
P000605,C023,U01008,Why kid thus nice theory information member street,Fire establish away seem area population visit. Political within face before language door often.,,,"free,note,popular,walk",132,429,2024-09-26T00:58:16,2024-09-26T00:58:16,removed,0.167
P000606,C035,U02881,Lawyer appear whom everything defense such issue,Put our your unit else east.,,,"leg,office,would",425,362,2025-03-13T17:23:53,2025-03-13T17:23:53,active,0.857
